= 未分组 =
民视,P2p://135.148.104.228:19806/8b0e721cee984d389cef154c1b1c4ca9
民视(备),P2p://135.148.104.228:19806/45c8bb9ecc574de589fe3a27534f7ce4
中视,P2p://135.148.104.228:19806/a41333c68ce04195ac4ced4da1b4f700
中视(备),P2p://135.148.104.228:19806/981d81c2f92640599751d03ccddb52ff
华视,P2p://135.148.104.228:19806/8702388e8a1a44b8a63e02da1ecc6be9
华视(备),P2p://135.148.104.228:19806/6722c2a635cf4868a6aa70cc116b5760
公视,P2p://135.148.104.228:19806/156a8688b13b4c8bb015773a729b7687
大爱,P2p://135.148.104.228:19806/36b6c78f2eff4d0f9c55a220482902d4
大爱(备),P2p://135.148.104.228:19806/aa86f2f0554c4b429f4b96fafd1394cb
公视3台,P2p://135.148.104.228:19806/57dc0948e956487c93a9c9b16d261b33
大爱2台,P2p://135.148.104.228:19806/a7ecf9ce1ef1413fbb5cea48ea6f3e24
好消息,P2p://135.148.104.228:19806/2ecf9e0b492c4ede8980d15e690d03a5
霹雳台湾台,P2p://135.148.104.228:19806/c4547788f84c45fda8dbff3e5cc40ad3
原住民电视台,P2p://135.148.104.228:19806/c6c32888351c4994841bfbf40b79b74d
客家电视台,P2p://135.148.104.228:19806/8d1795c3ddff4d72a13c4bb7ea598175
国家地理,P2p://135.148.104.228:19806/7c687543fb884376b3fdae44437bdca6
探索频道,P2p://135.148.104.228:19806/6a2aa28bc0fd4abd908f7091232d6527
TLC旅游生活,P2p://135.148.104.228:19806/8054604a88ee4967924c9a6c06b48422
动物星球,P2p://135.148.104.228:19806/7baeb93f31b24f4e97554245fba27fdf
CN卡通,P2p://135.148.104.228:19806/b15767d6e1a742a8a0bbceace2ff9c81
MOMO亲子台,P2p://135.148.104.228:19806/81f0482399994c8498ed00fd8d38691e
东森幼幼台,P2p://135.148.104.228:19806/8e71f4bcf35f4f978e723a2da7af57a8
纬来综合台,P2p://135.148.104.228:19806/28dab6fdb6384ef89c0d0ea5ca96c092
八大第一台,P2p://135.148.104.228:19806/4a78417fd88a474abad7d207ce24851f
八大综合台,P2p://135.148.104.228:19806/11b4f43f153a414faa0d5878945cd047
三立台湾台,P2p://135.148.104.228:19806/0d931e4032e849df94a920d8d9c810ab
三立都会台,P2p://135.148.104.228:19806/86027fbfd45b49c28c7fe64ce3644e18
东森综合台,P2p://135.148.104.228:19806/a343c815ccfa4bf8b80105c2bdce7fe2
东森超视台,P2p://135.148.104.228:19806/a0e1feb99b2d4932804584b9f78724b2
中天综合台,P2p://135.148.104.228:19806/47a1d217b7004d3f82b3c4fa94c78286
中天娱乐台,P2p://135.148.104.228:19806/e62d0c82897f4b2eaf17803a74e896f8
东森戏剧台,P2p://135.148.104.228:19806/3d24137aedf0410f8a1b11bbee64d590
八大戏剧台,P2p://135.148.104.228:19806/3e6a1fc27e2e474bacd526a7be217c1a
TVBS欢乐台,P2p://135.148.104.228:19806/5eb376259f9b4ceba2751dfba79533c1
纬来戏剧台,P2p://135.148.104.228:19806/f45ab00456bb46ab880f159b3f997245
高点综合台,P2p://135.148.104.228:19806/aed1243a8e244f9aac8199435a3439b5
BBC World News,P2p://135.148.104.228:19806/c15f2b05ec7a4dadb3dcec0a2176c2c3
CNBC,P2p://135.148.104.228:19806/b24b9d83ab9d4ddb9cbd80a2b42ca461
Bloomberg TV,P2p://135.148.104.228:19806/885bb543b9cb4bbeb5bcfe518fb90780
HITS,P2p://135.148.104.228:19806/a65416c2039f4644aeef10da853fb928
镜新闻,P2p://135.148.104.228:19806/3a5d7702e09f400198caac13eccb0028
壹电视新闻台,P2p://135.148.104.228:19806/c4815d36091444f4b75aa85a2d8e301f
年代新闻,P2p://135.148.104.228:19806/34f11ed9e7a444aaa0bd1dd00416dafb
东森新闻台,P2p://135.148.104.228:19806/a9b20866a39f45cbafacba9a002ee334
东森新闻台(备),P2p://135.148.104.228:19806/9b5797a9a0d24d8cad7c105a78371fc8
中天新闻台,P2p://135.148.104.228:19806/dd4c2ce1c791486caac5b9014c08793e
民视新闻台,P2p://135.148.104.228:19806/122c3f89827b4713bca5a1cbd071624f
三立新闻台,P2p://135.148.104.228:19806/ff825aef42f04c589354d7d999b37792
TVBS新闻台,P2p://135.148.104.228:19806/02856d3c65964deb8276e7adc3281fc3
TVBS,P2p://135.148.104.228:19806/f953c331e4b342a99a7641c47b1dee7d
东森财经新闻台,P2p://135.148.104.228:19806/0348927741f64a1ca8006a2ad6ad9631
非凡新闻台,P2p://135.148.104.228:19806/a900ce1aac5d489b88d221c7b3ca098e
卫视电影台,P2p://135.148.104.228:19806/109cdc4e19704dd5848d2de5bdda724b
东森电影台,P2p://135.148.104.228:19806/c74f3d648c094225b04a3358e42f21d5
纬来电影台,P2p://135.148.104.228:19806/0f1e0b6783254c1fb59d91bfd87d1a95
龙祥电影,P2p://135.148.104.228:19806/d4d97e2feb1c4c09858cbf5499104c59
HBO,P2p://135.148.104.228:19806/4919b215f3c640218f64691304797254
东森洋片台,P2p://135.148.104.228:19806/da16c4d3c8834073b3f56dc7e945e98f
AXN,P2p://135.148.104.228:19806/358b315d8cdf4e6184880329553dc4e0
好莱坞电影台,P2p://135.148.104.228:19806/79ce80d4c9f849a09b0cce6f97b30f33
CINEMAX,P2p://135.148.104.228:19806/14a92c2387ac44ebaaee6c7dab8bb85b
纬来育乐台,P2p://135.148.104.228:19806/8fe235970a8f4ecd9248ee9b3b64024e
纬来体育台,P2p://135.148.104.228:19806/08479a3692ea4033bb8af990f3c643a2
ELEVEN体育1台,P2p://135.148.104.228:19806/7a211d1f7dff43c9beff076ce30a12be
JET综合台,P2p://135.148.104.228:19806/6555d99b5bdc4e29bc1e044edad0dc81
国兴卫视,P2p://135.148.104.228:19806/2c0f1ad375054597adbcf126f11743e0
STAR World,P2p://135.148.104.228:19806/1a4d6e8e2bd94c129224713dd446d3c9
Z频道,P2p://135.148.104.228:19806/0116af9502204c52a260c6f86796855c
Animax,P2p://135.148.104.228:19806/540f82701dcd473db327a92be71984cd
尼克儿童,P2p://135.148.104.228:19806/c644a1919ce54f0da3d4ecdefdcc8a5c
八大娱乐台,P2p://135.148.104.228:19806/eae70906f331427f9ef5a8554b7019b7
三立iNEWS,P2p://135.148.104.228:19806/083195f0f02140b7a5aae67d1f08130f
龙华偶像,P2p://135.148.104.228:19806/de5a42bad31b4b03805446ad38944518
tvN,P2p://135.148.104.228:19806/5653c9fb655842ee99b4590ff903efe7
France24,P2p://135.148.104.228:19806/72d5e1665d3e4b729ff9dbd4325e8694
非凡商业台,P2p://135.148.104.228:19806/09e8c4c658674021b4ad01822b16b0a5
ELTV生活英语台,P2p://135.148.104.228:19806/d9a3c914a6484d189be554611d97b08d
靖洋卡通Nice Bingo,P2p://135.148.104.228:19806/9b48921859d74914921535526c4e6772
靖天卡通台,P2p://135.148.104.228:19806/451823d41bf94288ae235098decc49ab
Nick Jr.,P2p://135.148.104.228:19806/30e4e73fa73547aca0809469b8735d24
Mezzo Live,P2p://135.148.104.228:19806/bc07fe476cb94232855532d22052f8c5
CLASSICA 古典乐,P2p://135.148.104.228:19806/20f32305b0fc47f19d0a7f639f3737e6
爱尔达体育1台(备),P2p://135.148.104.228:19806/e1c6a161f0a94c8486549365e9286e95
爱尔达体育2台,P2p://135.148.104.228:19806/bfcc017622f34debbdb7acacd3d60be9
TRACE Sport Stars,P2p://135.148.104.228:19806/05ec2c696a1b46eebb3db5a730698388
博斯高球,P2p://135.148.104.228:19806/25c37bf60af248899c0dee6fa441af0a
博斯高球二台,P2p://135.148.104.228:19806/7ec98f300d934eebb943666229e7c68e
博斯网球台,P2p://135.148.104.228:19806/e032c0403c13436cb9aa73810260a123
